host_name,host_acceptance_rate,host_total_listings_count,neighbourhood,neighbourhood_group,latitude,longitude,room_type,max_capacity,bathrooms,bathrooms_text,bedrooms,price,number_of_reviews,rating,accuracy,cleanliness,communication,location,value
Luis,93,2.0,East Elmhurst,Queens,40.7675739,-73.8784878,Entire home/apt,3,1.0,1 bath,1.0,140.0,13,4.93,4.93,5.0,5.0,4.79,4.86
Sabrina,100,2.0,Williamsburg,Brooklyn,40.70609,-73.94216,Entire home/apt,4,1.0,1 bath,2.0,120.0,12,4.08,4.58,4.5,4.58,4.08,4.5
Brenda,84,3.0,Williamsbridge,Bronx,40.88172739092337,-73.8580488756876,Entire home/apt,9,1.0,1 bath,2.0,120.0,28,4.82,4.79,4.89,4.93,4.75,4.79
Monifa,100,1.0,Bedford-Stuyvesant,Brooklyn,40.68085,-73.94861,Private room,2,1.0,1 private bath,0.0,125.0,390,4.78,4.87,4.8,4.75,4.73,4.8
Mo,82,3.0,Crown Heights,Brooklyn,40.67850853288376,-73.9601654280342,Private room,1,1.0,1 shared bath,1.0,100.0,11,5.0,4.91,5.0,5.0,4.91,4.73
Kierra,90,1.0,Briarwood,Queens,40.7127320698178,-73.81351012590356,Entire home/apt,2,1.0,1 bath,0.0,200.0,4,4.0,4.0,4.0,4.0,4.0,3.5
Sonia,100,2.0,East Elmhurst,Queens,40.76094,-73.87846,Private room,2,1.0,1 private bath,1.0,72.0,664,4.75,4.8,4.81,4.85,4.77,4.74
Stay With Vibe,74,330.0,Midtown,Manhattan,40.75599,-73.96743,Entire home/apt,2,1.0,1 bath,1.0,114.0,26,4.88,4.92,4.62,5.0,5.0,4.77
Jeniffer,38,161.0,Hell's Kitchen,Manhattan,40.76478,-73.99285,Entire home/apt,4,1.0,1 bath,2.0,135.0,4,4.5,4.75,4.25,4.25,4.25,4.5
Tayron,100,9.0,Bedford-Stuyvesant,Brooklyn,40.69279929590445,-73.93858740056328,Private room,2,2.5,2.5 shared baths,1.0,92.0,5,4.8,4.8,4.2,5.0,4.6,4.4
Hudson,98,44.0,Hell's Kitchen,Manhattan,40.75431,-73.99809,Private room,2,2.0,2 shared baths,1.0,100.0,4,3.0,3.0,2.75,3.5,4.0,2.75
Lindsay,0,5.0,Financial District,Manhattan,40.706551,-74.010139,Private room,1,1.0,1 private bath,1.0,100.0,8,4.88,4.75,4.75,4.88,5.0,5.0
Tomorrow’s,94,3.0,Far Rockaway,Queens,40.60208,-73.75608,Private room,2,1.0,1 shared bath,1.0,80.0,25,4.64,4.68,4.76,4.88,4.36,4.24
Andrew,97,12.0,Jamaica Estates,Queens,40.72218,-73.79658,Private room,1,1.0,1 shared bath,1.0,50.0,7,5.0,4.86,4.71,5.0,5.0,5.0
Andrew,95,7.0,Crown Heights,Brooklyn,40.67811,-73.96291,Entire home/apt,4,1.0,1 bath,1.0,269.0,2,5.0,5.0,5.0,5.0,5.0,4.5
Samuel,54,2.0,West Village,Manhattan,40.7321420562152,-74.00270349703553,Entire home/apt,2,1.0,1 bath,1.0,500.0,7,5.0,5.0,4.86,5.0,4.86,4.86
Ivan,88,11.0,Washington Heights,Manhattan,40.83678772813917,-73.93838230065133,Private room,1,1.0,1 shared bath,1.0,33.0,9,4.78,4.89,4.78,5.0,4.33,4.78
Debra,100,1.0,Flatbush,Brooklyn,40.64931,-73.95256,Entire home/apt,4,1.0,1 bath,1.0,181.0,7,4.86,4.86,4.43,5.0,4.43,4.29
Hiroki,88,372.0,Elmhurst,Queens,40.73868,-73.87588,Private room,1,1.0,1 shared bath,1.0,37.0,11,4.36,4.27,4.18,4.82,4.73,4.36
Ryan,0,3.0,Bushwick,Brooklyn,40.70136,-73.9288,Private room,2,1.0,1 shared bath,1.0,100.0,5,5.0,5.0,5.0,5.0,5.0,4.8
Tunde,100,9.0,Crown Heights,Brooklyn,40.6757,-73.9266,Entire home/apt,3,1.0,1 bath,1.0,130.0,32,4.28,4.34,4.31,4.41,3.97,4.25
Rachel,89,17.0,South Ozone Park,Queens,40.66705,-73.81233,Private room,1,2.0,2 shared baths,1.0,54.0,12,4.83,4.83,5.0,4.75,4.58,5.0
Moti,60,3.0,Prospect-Lefferts Gardens,Brooklyn,40.65677638276877,-73.96080843862862,Entire home/apt,4,1.0,1 bath,2.0,235.0,12,4.67,4.67,4.75,5.0,4.08,4.17
Bi,100,10.0,Cobble Hill,Brooklyn,40.69007,-73.99435,Private room,1,1.0,1 shared bath,1.0,55.0,85,4.88,4.94,4.79,4.99,4.99,4.87
Asad,99,9.0,East Elmhurst,Queens,40.7693,-73.87148,Private room,2,1.5,1.5 shared baths,1.0,49.0,541,4.61,4.76,4.59,4.91,4.79,4.67
Johanna,100,3.0,Hell's Kitchen,Manhattan,40.76158625241692,-73.99800091940963,Entire home/apt,4,1.5,1.5 baths,2.0,799.0,14,4.86,4.79,4.86,5.0,4.86,4.71
Hiokit,100,3.0,Glendale,Queens,40.70417,-73.88415,Private room,2,1.0,1 private bath,1.0,93.0,90,4.97,4.99,4.99,4.98,4.79,4.97
Emmanuel,100,55.0,Flushing,Queens,40.76459,-73.80725,Private room,1,1.5,1.5 shared baths,1.0,49.0,8,4.63,4.75,4.63,4.63,4.75,4.25
Dawn,38,6.0,East Flatbush,Brooklyn,40.65513,-73.92039,Entire home/apt,4,1.0,1 bath,1.0,139.0,106,4.75,4.92,4.74,4.93,4.49,4.78
Eliza,100,67.0,Midtown,Manhattan,40.74808981930845,-73.98691700665461,Private room,4,2.0,2 baths,1.0,55.0,12,4.08,4.58,4.42,4.58,5.0,4.33
Kong,100,5.0,Flushing,Queens,40.75431319262263,-73.81500749076906,Private room,2,1.0,1 private bath,1.0,89.0,29,5.0,4.97,4.97,4.9,4.69,4.86
Rob,67,1.0,Upper West Side,Manhattan,40.778797,-73.976624,Entire home/apt,3,2.0,2 baths,2.0,195.0,3,5.0,5.0,5.0,5.0,5.0,5.0
Clara,100,2.0,Astoria,Queens,40.75996180000001,-73.9251788,Entire home/apt,3,1.0,1 bath,1.0,100.0,64,4.59,4.75,4.63,4.89,4.94,4.71
Johnson,0,5.0,Canarsie,Brooklyn,40.639103,-73.9120885,Private room,2,1.0,1 shared bath,1.0,80.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Alexander,99,17.0,Sea Gate,Brooklyn,40.57596,-74.00665,Entire home/apt,4,1.0,1 bath,2.0,131.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Orlando,98,1.0,Washington Heights,Manhattan,40.85502,-73.93094,Entire home/apt,3,1.0,1 bath,1.0,128.0,49,4.8,4.82,4.72,4.88,4.62,4.78
Simon,100,3.0,East Flatbush,Brooklyn,40.6413638,-73.94500599999999,Private room,2,1.5,1.5 baths,1.0,100.0,11,5.0,5.0,5.0,5.0,4.82,5.0
Delanno,86,5.0,East New York,Brooklyn,40.66177,-73.89034,Entire home/apt,6,1.0,1 bath,2.0,186.0,64,4.89,4.92,4.89,4.97,4.63,4.86
Jose,99,10.0,Sunnyside,Queens,40.735,-73.91989,Private room,2,1.0,1 bath,1.0,76.0,36,4.92,4.89,4.81,4.94,4.92,4.86
Colin,100,1.0,Astoria,Queens,40.76515,-73.91611,Entire home/apt,2,1.0,1 bath,1.0,140.0,7,5.0,5.0,4.71,5.0,5.0,4.86
Fad,26,62.0,Hell's Kitchen,Manhattan,40.76385,-73.98711,Entire home/apt,5,2.0,2 baths,2.0,360.0,2,5.0,4.5,5.0,5.0,5.0,4.5
Roger,88,3.0,East Flatbush,Brooklyn,40.66154,-73.92301,Entire home/apt,4,1.0,1 bath,2.0,135.0,90,4.7,4.82,4.71,4.96,4.52,4.83
Central Park Apartments,65,49.0,Upper West Side,Manhattan,40.79779,-73.96226,Entire home/apt,2,1.0,1 bath,0.0,105.0,3,5.0,5.0,5.0,5.0,4.33,5.0
Sol,96,5.0,Murray Hill,Manhattan,40.75087625556747,-73.98002158934877,Entire home/apt,5,1.0,1 bath,2.0,328.0,3,5.0,4.67,5.0,5.0,5.0,4.67
Janet,100,1.0,Rosedale,Queens,40.65161,-73.73374,Entire home/apt,2,1.0,1 bath,1.0,90.0,117,4.94,4.92,4.97,4.97,4.79,4.93
CRNY Monthly Rentals,39,45.0,Midtown,Manhattan,40.75107,-73.98244,Entire home/apt,2,1.0,1 bath,0.0,140.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Jose,98,4.0,Jamaica Hills,Queens,40.71070275757372,-73.80028947418211,Entire home/apt,6,1.0,1 bath,2.0,130.0,11,4.82,4.91,4.73,4.91,4.27,4.73
Outpost Club,62,15.0,Bedford-Stuyvesant,Brooklyn,40.68864,-73.94382,Private room,2,2.0,2 shared baths,1.0,40.0,1,4.0,4.0,4.0,4.0,3.0,3.0
Erfan,95,4.0,East Elmhurst,Queens,40.7660175,-73.8745486,Entire home/apt,8,1.0,1 bath,3.0,194.0,41,4.68,4.68,4.83,4.9,4.76,4.71
Zuleide,99,8.0,Long Island City,Queens,40.75624761037578,-73.9371287349584,Private room,3,1.5,1.5 shared baths,1.0,125.0,180,4.92,4.93,4.94,4.97,4.76,4.81
Timur,86,9.0,Inwood,Manhattan,40.86677,-73.92559,Entire home/apt,4,1.0,1 bath,1.0,114.0,1,2.0,2.0,3.0,2.0,4.0,2.0
Doug,0,4.0,Fort Greene,Brooklyn,40.69673,-73.97248,Private room,2,1.0,1 shared bath,1.0,70.0,36,4.53,4.58,4.44,4.89,4.03,4.71
CASA Heidi,69,15.0,Bedford-Stuyvesant,Brooklyn,40.68733,-73.93715,Entire home/apt,2,1.0,1 bath,1.0,161.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Shanti,79,3.0,Crown Heights,Brooklyn,40.67321,-73.91821,Entire home/apt,4,1.0,1 bath,2.0,129.0,244,4.77,4.92,4.77,4.89,4.22,4.8
Shelley,100,2.0,Bedford-Stuyvesant,Brooklyn,40.68361,-73.91959,Entire home/apt,4,1.0,1 bath,2.0,245.0,120,4.93,4.9,4.88,4.97,4.64,4.89
Lynn,0,2.0,Little Neck,Queens,40.76506,-73.72649,Shared room,1,1.0,1 shared bath,1.0,27.0,3,4.33,5.0,4.33,4.67,5.0,5.0
Hotel Belleclaire,65,13.0,Upper West Side,Manhattan,40.78355,-73.98196,Private room,2,1.0,1 bath,1.0,280.0,1,3.0,3.0,4.0,2.0,3.0,2.0
Ryan,100,1.0,Hell's Kitchen,Manhattan,40.76827,-73.98579,Private room,1,1.0,1 shared bath,1.0,60.0,26,4.96,4.96,4.88,4.92,4.96,4.85
Glicerda,74,9.0,Morris Park,Bronx,40.85234284273969,-73.86092404380501,Private room,1,1.5,1.5 shared baths,1.0,39.0,102,4.97,4.98,4.96,4.95,4.76,4.93
Sheva,99,10.0,Crown Heights,Brooklyn,40.6708,-73.94274,Entire home/apt,5,1.0,1 bath,1.0,181.0,30,4.97,4.97,4.9,4.87,4.9,4.93
AFI Apartments,81,31.0,Upper East Side,Manhattan,40.77128,-73.95581,Entire home/apt,3,1.0,1 bath,2.0,112.0,4,4.4,4.6,4.6,4.8,4.6,4.0
Gabriel,100,19.0,Cypress Hills,Brooklyn,40.678382,-73.893888,Entire home/apt,2,1.0,1 bath,1.0,151.0,21,4.57,4.67,4.86,4.95,4.29,4.62
Jennifer,50,1.0,Flatlands,Brooklyn,40.62358,-73.91814,Private room,1,1.0,1 shared bath,1.0,104.0,2,5.0,5.0,5.0,5.0,5.0,5.0
Jaye (And Spike),100,1.0,South Slope,Brooklyn,40.66159,-73.98685,Private room,2,1.5,1.5 shared baths,1.0,68.0,148,4.89,4.94,4.82,4.95,4.87,4.88
Ken,97,1.0,Fort Hamilton,Brooklyn,40.61984,-74.02601,Entire home/apt,4,1.0,1 bath,1.0,100.0,88,4.91,4.93,4.84,4.99,4.86,4.88
Vitaliy,93,3.0,East Harlem,Manhattan,40.79179,-73.94828,Entire home/apt,6,1.0,1 bath,1.0,189.0,122,4.78,4.93,4.79,4.94,4.62,4.78
Stay With Vibe,74,330.0,Murray Hill,Manhattan,40.75107,-73.9781,Entire home/apt,2,1.0,1 bath,0.0,122.0,12,5.0,4.92,4.92,5.0,5.0,4.67
Sonia,67,1.0,Prospect-Lefferts Gardens,Brooklyn,40.65638,-73.95738,Entire home/apt,4,1.0,1 bath,1.0,83.0,14,4.64,4.86,4.93,4.86,4.64,4.21
Lolita,89,11.0,Astoria,Queens,40.7677,-73.92275,Private room,1,1.0,1 shared bath,1.0,52.0,87,4.7,4.87,4.78,4.74,4.92,4.76
Patricia,67,1.0,Lower East Side,Manhattan,40.71911,-73.98588,Entire home/apt,3,1.0,1 bath,0.0,120.0,419,4.84,4.83,4.85,4.88,4.69,4.79
Anthony,100,4.0,St. Albans,Queens,40.700329,-73.751537,Private room,2,1.5,1.5 baths,1.0,249.0,57,4.89,4.82,4.82,4.89,4.65,4.84
Tina,89,3.0,Upper East Side,Manhattan,40.776000803830456,-73.94970579810098,Private room,1,1.0,1 shared bath,1.0,250.0,6,5.0,4.83,4.83,5.0,4.83,4.83
Freddy,98,7.0,Jackson Heights,Queens,40.75698925148311,-73.86015288766659,Private room,2,1.0,1 shared bath,1.0,52.0,47,4.47,4.53,4.32,4.83,4.32,4.51
Tusher,100,9.0,Long Island City,Queens,40.75858,-73.94203,Entire home/apt,7,1.0,1 bath,3.0,245.0,40,4.43,4.63,4.48,4.85,4.35,4.23
SoHoBlu,99,23.0,SoHo,Manhattan,40.71994,-74.00098,Private room,4,1.0,1 private bath,1.0,138.0,624,4.55,4.56,4.53,4.71,4.62,4.46
Philip,100,6.0,Crown Heights,Brooklyn,40.67136,-73.94888,Entire home/apt,8,2.0,2 baths,4.0,354.0,32,4.69,4.75,4.78,4.69,4.91,4.69
Kai,100,5.0,Greenwich Village,Manhattan,40.73432,-73.99594,Entire home/apt,4,1.0,1 bath,1.0,317.0,10,5.0,5.0,4.8,5.0,5.0,4.6
Jeniffer,38,161.0,Hell's Kitchen,Manhattan,40.76737,-73.98787,Entire home/apt,2,1.0,1 bath,0.0,100.0,3,4.33,4.0,4.67,3.67,4.67,4.33
Son-Ya,100,5.0,South Ozone Park,Queens,40.67194,-73.79513,Private room,2,1.0,1 shared bath,1.0,34.0,59,4.56,4.66,4.41,4.8,4.53,4.49
Caio,91,3.0,Crown Heights,Brooklyn,40.67627,-73.94137,Private room,2,1.0,1 private bath,1.0,136.0,211,4.87,4.92,4.87,4.93,4.76,4.79
Better Home,100,3.0,Springfield Gardens,Queens,40.66351622611748,-73.76941141390496,Entire home/apt,2,1.0,1 bath,1.0,80.0,489,4.76,4.86,4.81,4.9,4.48,4.74
Karin,93,3.0,East Village,Manhattan,40.73171,-73.98615,Private room,1,1.0,1 shared bath,2.0,75.0,93,4.55,4.76,4.73,4.8,4.9,4.62
Charles,94,1.0,Harlem,Manhattan,40.8183631,-73.9427516,Private room,2,1.0,1 shared bath,1.0,145.0,9,4.78,5.0,4.78,4.89,4.67,4.78
Eduard Gabriel,83,2.0,Fordham,Bronx,40.86258,-73.89878,Private room,2,1.0,1 shared bath,1.0,91.0,13,4.92,5.0,5.0,5.0,4.92,5.0
Bp Stays.,100,59.0,Harlem,Manhattan,40.80829,-73.94986,Private room,3,1.0,1 shared bath,1.0,53.0,57,4.74,4.88,4.89,4.91,4.26,4.6
Ryan,100,1.0,Morris Park,Bronx,40.84969,-73.86009,Entire home/apt,2,1.0,1 bath,1.0,140.0,44,4.91,4.84,4.98,4.98,4.89,4.84
Sam,99,9.0,Sheepshead Bay,Brooklyn,40.59419553561914,-73.95911360513287,Private room,2,1.0,1 private bath,1.0,89.0,39,4.95,4.9,4.95,5.0,4.77,4.85
Kaz,78,366.0,Woodside,Queens,40.74367,-73.90004,Private room,2,1.0,1 shared bath,1.0,38.0,11,4.91,5.0,4.73,5.0,5.0,4.91
Josh,98,2.0,Fort Greene,Brooklyn,40.68687,-73.97074,Private room,4,2.0,2 baths,2.0,464.0,73,4.96,4.92,4.86,4.88,4.93,4.86
Mohammed,100,15.0,Brownsville,Brooklyn,40.65577,-73.91117,Private room,2,1.5,1.5 shared baths,1.0,41.0,3,4.67,5.0,4.67,5.0,4.33,4.67
Nazleen,97,2.0,Astoria,Queens,40.77507,-73.93367,Entire home/apt,4,1.0,1 bath,1.0,124.0,268,4.67,4.76,4.55,4.9,4.32,4.66
Zack,85,1.0,Chelsea,Manhattan,40.7448,-74.00237,Entire home/apt,2,1.0,1 bath,1.0,161.0,52,4.94,4.94,4.81,4.94,5.0,4.87
Seth,10,1.0,East Village,Manhattan,40.73083960365032,-73.98725607384822,Entire home/apt,2,1.5,1.5 baths,1.0,245.0,12,5.0,5.0,4.92,4.75,4.91,4.64
Stanley,95,86.0,Murray Hill,Manhattan,40.75013,-73.9769,Hotel room,1,1.0,1 bath,0.0,100.0,7,4.57,4.71,4.71,5.0,5.0,4.57
Dorit,100,44.0,Fort Hamilton,Brooklyn,40.61835,-74.02342,Entire home/apt,2,1.0,1 bath,1.0,150.0,2,5.0,5.0,5.0,5.0,5.0,5.0
Odalina,89,1.0,Washington Heights,Manhattan,40.85728,-73.92788,Entire home/apt,2,1.0,1 bath,1.0,70.0,61,4.62,4.7,4.41,4.79,4.67,4.69
Wanly,99,10.0,East New York,Brooklyn,40.67256,-73.86919,Entire home/apt,2,1.0,1 bath,1.0,125.0,177,4.79,4.82,4.77,4.87,4.67,4.74
Umme Salma,96,7.0,Cypress Hills,Brooklyn,40.68159,-73.86515,Private room,2,1.0,1 shared bath,1.0,40.0,1,5.0,5.0,4.0,5.0,5.0,4.0
Lolita,89,11.0,Astoria,Queens,40.76795,-73.92312,Private room,1,1.0,1 shared bath,1.0,39.0,223,4.67,4.82,4.78,4.76,4.86,4.8
Carlos,84,3.0,Harlem,Manhattan,40.8063,-73.94862,Private room,1,1.0,1 shared bath,1.0,85.0,37,4.81,4.78,4.68,4.84,4.7,4.73
Umme Salma,96,7.0,Cypress Hills,Brooklyn,40.67982,-73.86368,Private room,2,1.0,1 shared bath,1.0,40.0,4,5.0,5.0,4.75,5.0,5.0,5.0
Stay With Vibe,74,330.0,Kips Bay,Manhattan,40.7402,-73.97952,Entire home/apt,4,1.0,1 bath,2.0,99.0,3,5.0,5.0,5.0,5.0,5.0,5.0
Nate,100,15.0,Bedford-Stuyvesant,Brooklyn,40.68943,-73.93296,Entire home/apt,4,1.0,1 bath,2.0,139.0,173,4.6,4.62,4.52,4.91,4.65,4.58
Paolo,99,4.0,Bedford-Stuyvesant,Brooklyn,40.68593,-73.95814,Private room,2,2.0,2 shared baths,1.0,104.0,41,4.66,4.76,4.59,4.85,4.73,4.63
Marie,77,3.0,Upper West Side,Manhattan,40.78052,-73.97559,Private room,2,1.0,1 shared bath,1.0,150.0,57,4.84,4.86,4.79,4.72,4.98,4.83
Maria,96,6.0,Bushwick,Brooklyn,40.69768558220126,-73.92392820990717,Private room,1,1.0,1 shared bath,1.0,90.0,38,4.71,4.74,4.5,4.89,4.76,4.53
Beyonder,89,3.0,Murray Hill,Manhattan,40.74885819842258,-73.97714849551923,Entire home/apt,8,4.0,4 baths,5.0,654.0,35,4.97,4.88,4.85,4.97,5.0,4.7
Oscar & Rossanna,98,5.0,Midtown,Manhattan,40.74795,-73.98692,Entire home/apt,5,1.0,1 bath,0.0,230.0,80,4.69,4.83,4.73,4.88,4.89,4.59
Rosa,80,2.0,East Village,Manhattan,40.73046,-73.98915,Entire home/apt,2,1.0,1 bath,0.0,300.0,55,4.91,4.96,4.91,4.98,4.95,4.75
Raheem,71,3.0,Crown Heights,Brooklyn,40.67383,-73.91705,Private room,2,1.0,1 private bath,1.0,95.0,59,4.85,4.88,4.69,4.95,4.73,4.78
Jeniffer,38,161.0,Chinatown,Manhattan,40.71833035457637,-73.99532361422871,Entire home/apt,2,1.0,1 bath,0.0,100.0,1,4.0,5.0,4.0,4.0,3.0,3.0
Jessica,75,3.0,Clinton Hill,Brooklyn,40.69323,-73.96853,Entire home/apt,6,2.5,2.5 baths,4.0,250.0,4,5.0,5.0,5.0,5.0,5.0,5.0
Julio,99,4.0,Harlem,Manhattan,40.82348,-73.94754,Entire home/apt,2,1.0,1 bath,1.0,109.0,84,4.66,4.67,4.53,4.76,4.46,4.59
Eliza,100,67.0,Midtown,Manhattan,40.74742,-73.98872,Private room,5,1.0,1 bath,1.0,110.0,11,3.73,3.82,4.09,4.18,4.91,3.82
Ghazal,93,5.0,Sunnyside,Queens,40.745982785432375,-73.91383068769585,Private room,2,1.0,1 shared bath,1.0,300.0,3,4.33,4.67,5.0,5.0,4.67,5.0
Michael,93,3.0,Flatlands,Brooklyn,40.62004,-73.93224,Private room,2,2.0,2 baths,1.0,110.0,13,4.69,4.77,4.69,4.85,4.54,4.77
Felicia,100,3.0,Highbridge,Bronx,40.83393,-73.92499,Private room,1,1.0,1 shared bath,1.0,55.0,9,4.67,4.78,4.67,4.89,4.67,4.56
The Manhattan Club,99,11.0,Midtown,Manhattan,40.76487,-73.98119,Private room,4,1.0,1 private bath,1.0,314.0,208,4.63,4.67,4.75,4.7,4.92,4.55
Karen,100,3.0,Bedford-Stuyvesant,Brooklyn,40.68529371666426,-73.92768083350654,Entire home/apt,4,1.0,1 bath,1.0,122.0,5,4.8,5.0,4.8,5.0,4.2,4.4
Yahira,92,7.0,Ozone Park,Queens,40.68275,-73.83897,Entire home/apt,2,1.0,1 bath,0.0,65.0,134,4.51,4.54,4.81,4.64,4.67,4.46
George,96,1.0,Jamaica Estates,Queens,40.71381,-73.79127,Private room,2,1.0,1 private bath,0.0,175.0,22,4.91,4.91,4.87,4.96,4.48,4.74
Charmine,95,4.0,Crown Heights,Brooklyn,40.67037,-73.93624,Entire home/apt,7,2.5,2.5 baths,4.0,175.0,49,4.65,4.76,4.69,4.86,4.37,4.63
Dorit,100,44.0,Bay Ridge,Brooklyn,40.62513,-74.02819,Entire home/apt,2,1.0,1 bath,1.0,150.0,6,4.83,4.83,4.83,4.67,4.83,4.83
Cesar,99,4.0,East Village,Manhattan,40.72919547972832,-73.98973163291375,Entire home/apt,2,1.0,1 bath,1.0,153.0,12,4.42,4.67,4.17,4.58,4.5,4.42
Chanette,98,2.0,Bushwick,Brooklyn,40.69868,-73.93017,Private room,1,1.0,1 private bath,1.0,73.0,58,4.95,4.95,4.97,5.0,4.88,4.88
Hotel 32 32,99,11.0,Midtown,Manhattan,40.74644,-73.98448,Private room,2,1.0,1 private bath,1.0,249.0,202,4.32,4.35,4.42,4.47,4.76,4.3
Henry Alexander,70,1.0,Jackson Heights,Queens,40.75347,-73.87852,Entire home/apt,2,1.0,1 bath,1.0,93.0,6,5.0,5.0,5.0,4.67,5.0,5.0
Koichi,98,24.0,Chelsea,Manhattan,40.749866,-73.997162,Private room,2,1.0,1 shared bath,1.0,54.0,272,4.54,4.61,4.45,4.71,4.81,4.58
Viviana And Fred,82,4.0,South Slope,Brooklyn,40.66714,-73.98901,Entire home/apt,4,1.0,1 bath,2.0,99.0,176,4.81,4.86,4.92,4.87,4.78,4.76
Kristina,38,35.0,Bushwick,Brooklyn,40.70048,-73.91977,Private room,2,1.0,1 shared bath,1.0,38.0,4,3.5,3.5,4.0,4.0,3.75,3.5
Mira,71,3.0,Ditmars Steinway,Queens,40.77589,-73.91491,Entire home/apt,2,1.0,1 bath,1.0,139.0,3,5.0,5.0,5.0,5.0,5.0,5.0
Eva,100,2.0,East New York,Brooklyn,40.67613,-73.87154,Entire home/apt,2,1.0,1 bath,0.0,42.0,2,5.0,5.0,5.0,5.0,5.0,5.0
Jhonattan,98,2.0,Glendale,Queens,40.704488,-73.8846222,Entire home/apt,2,1.0,1 bath,1.0,94.0,20,4.8,4.85,4.9,5.0,4.85,4.8
Dan,85,4.0,Greenpoint,Brooklyn,40.7247556190278,-73.93930048875629,Private room,1,1.0,1 shared bath,1.0,108.0,9,5.0,4.78,4.89,5.0,5.0,4.56
Noomi,91,38.0,Chelsea,Manhattan,40.7426016,-73.997586,Entire home/apt,4,2.0,2 baths,2.0,285.0,6,4.67,4.67,4.83,5.0,4.67,4.17
Vasil,83,1.0,Midtown,Manhattan,40.75498,-73.99105,Entire home/apt,2,1.0,1 bath,1.0,166.0,46,4.62,4.64,4.7,4.94,4.85,4.55
Milos,77,2.0,Williamsburg,Brooklyn,40.71595097443146,-73.94142178526309,Entire home/apt,2,1.0,1 bath,1.0,80.0,12,4.83,4.75,5.0,5.0,4.92,4.64
William,31,3.0,Bushwick,Brooklyn,40.6878,-73.90767,Private room,2,2.0,2 baths,1.0,75.0,7,4.71,4.57,4.71,5.0,4.57,4.57
Eric,100,9.0,East Flatbush,Brooklyn,40.64852,-73.9453,Entire home/apt,4,1.0,1 bath,2.0,170.0,17,4.41,4.53,4.24,4.88,4.18,4.41
The Local Stay,81,78.0,Upper East Side,Manhattan,40.77326,-73.95465,Entire home/apt,2,1.0,1 bath,0.0,155.0,2,3.5,4.0,3.5,5.0,4.5,3.5
Ryan,0,3.0,Harlem,Manhattan,40.8073,-73.94771,Private room,2,1.5,1.5 baths,1.0,93.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Mona,33,2.0,Upper West Side,Manhattan,40.77267,-73.98897,Entire home/apt,2,1.0,1 bath,1.0,433.0,23,4.79,4.88,4.67,4.96,4.92,4.71
Avraham,100,12.0,Crown Heights,Brooklyn,40.6747411032025,-73.93140887485549,Entire home/apt,12,2.0,2 baths,3.0,348.0,11,4.91,4.64,5.0,5.0,4.64,4.91
Kaptan,61,11.0,East Village,Manhattan,40.72623,-73.9778,Private room,2,2.0,2 shared baths,1.0,154.0,51,4.67,4.71,4.61,4.94,4.8,4.63
Stay With Vibe,74,330.0,Upper East Side,Manhattan,40.76725,-73.95852,Entire home/apt,2,1.0,1 bath,0.0,175.0,5,3.8,4.2,3.8,3.8,4.2,3.8
Norbert,97,11.0,Coney Island,Brooklyn,40.57895,-73.98317,Private room,4,1.5,1.5 shared baths,1.0,90.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Alex,56,13.0,Gowanus,Brooklyn,40.68316,-73.98937,Private room,2,2.0,2 shared baths,1.0,49.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Jeniffer,90,77.0,Lower East Side,Manhattan,40.72023,-73.99401,Private room,2,1.0,1 private bath,0.0,148.0,22,4.91,4.82,4.86,4.68,4.91,4.73
The Local Stay,81,78.0,Upper East Side,Manhattan,40.77315,-73.95258,Entire home/apt,4,1.0,1 bath,2.0,99.0,10,4.8,4.5,4.67,5.0,5.0,4.5
T,77,6.0,Astoria,Queens,40.75951,-73.9268,Private room,1,1.0,1 shared bath,1.0,48.0,146,4.63,4.76,4.71,4.59,4.73,4.66
Willie,99,1.0,Rosedale,Queens,40.65731,-73.74666,Entire home/apt,4,1.0,1 bath,1.0,60.0,235,4.65,4.77,4.7,4.9,4.52,4.69
Jason,97,2.0,Borough Park,Brooklyn,40.63904,-73.98103,Private room,1,1.0,1 shared bath,1.0,58.0,213,4.87,4.87,4.89,4.94,4.64,4.87
Tawhid,100,13.0,Bedford-Stuyvesant,Brooklyn,40.68766417632777,-73.93892388381877,Entire home/apt,16,4.0,4 baths,4.0,573.0,8,4.57,4.57,4.43,4.86,4.57,4.43
Patrick,100,5.0,Bedford-Stuyvesant,Brooklyn,40.68115614880734,-73.90864534843341,Entire home/apt,3,1.0,1 bath,2.0,250.0,16,5.0,4.94,4.75,5.0,4.81,4.94
Angel,91,12.0,Flushing,Queens,40.75982036754903,-73.80283409791144,Private room,1,2.0,2 shared baths,1.0,32.0,3,4.67,4.67,4.0,4.67,4.67,5.0
Santina,36,5.0,Upper East Side,Manhattan,40.77188,-73.95345,Entire home/apt,2,1.0,1 bath,1.0,120.0,4,4.0,4.0,4.0,4.0,4.0,3.75
